NAME	InducerComp_5x_RF_AB_REL_-IFI
VAR	binary	inducer	ontology	classifier
OUT	0	0	0.8420	0.1580
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7781	0.2219
OUT	0	1	0.2400	0.7600
OUT	0	0	0.7200	0.2800
OUT	1	1	0.4600	0.5400
OUT	0	1	0.4163	0.5837
OUT	1	0	0.5700	0.4300
OUT	0	0	0.7330	0.2670
OUT	0	1	0.2450	0.7550
OUT	0	0	0.9646	0.0354
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0500	0.9500
OUT	1	1	0.2000	0.8000
OUT	0	1	0.3800	0.6200
OUT	1	1	0.0717	0.9283
OUT	1	1	0.2050	0.7950
OUT	0	1	0.0811	0.9189
OUT	0	1	0.1381	0.8619
OUT	0	1	0.0550	0.9450
OUT	0	0	0.9200	0.0800
OUT	1	0	0.8150	0.1850
OUT	0	1	0.2058	0.7942
OUT	0	0	0.9200	0.0800
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2200	0.7800
OUT	0	0	1.0000	0.0000
OUT	1	1	0.3416	0.6584
OUT	0	1	0.3100	0.6900
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0600	0.9400
OUT	1	0	0.7475	0.2525
OUT	1	1	0.3850	0.6150
OUT	1	0	0.7750	0.2250
OUT	1	1	0.0150	0.9850
OUT	1	1	0.1900	0.8100
OUT	0	1	0.1767	0.8233
OUT	0	0	0.5450	0.4550
OUT	0	1	0.1501	0.8499
OUT	1	1	0.0070	0.9930
OUT	0	0	0.7650	0.2350
OUT	1	1	0.1800	0.8200
OUT	0	1	0.2300	0.7700
OUT	0	0	0.6600	0.3400
OUT	0	0	0.8625	0.1375
OUT	0	0	1.0000	0.0000
OUT	1	1	0.2097	0.7903
OUT	1	0	0.8950	0.1050
OUT	1	1	0.0300	0.9700
OUT	1	0	0.9000	0.1000
OUT	1	1	0.0200	0.9800
OUT	1	0	0.9417	0.0583
OUT	0	0	0.7700	0.2300
OUT	0	0	0.8750	0.1250
OUT	0	1	0.1350	0.8650
OUT	1	1	0.4900	0.5100
OUT	1	1	0.1600	0.8400
OUT	0	0	0.6150	0.3850
OUT	1	1	0.2500	0.7500
OUT	1	1	0.1290	0.8710
OUT	1	1	0.0150	0.9850
OUT	1	1	0.1850	0.8150
OUT	0	1	0.1750	0.8250
OUT	1	0	0.9200	0.0800
OUT	1	0	0.7000	0.3000
OUT	0	1	0.0700	0.9300
OUT	1	1	0.2260	0.7740
OUT	0	1	0.4500	0.5500
OUT	1	1	0.0050	0.9950
OUT	1	1	0.3150	0.6850
OUT	1	0	0.7100	0.2900
OUT	0	1	0.3150	0.6850
OUT	1	1	0.0712	0.9288
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7100	0.2900
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0300	0.9700
OUT	1	0	0.9831	0.0169
OUT	1	1	0.0650	0.9350
OUT	1	1	0.3413	0.6588
OUT	0	0	0.7583	0.2418
OUT	1	1	0.1050	0.8950
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9863	0.0138
OUT	1	0	0.5919	0.4081
OUT	1	0	1.0000	0.0000
OUT	0	1	0.1700	0.8300
OUT	0	1	0.4150	0.5850
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0400	0.9600
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0250	0.9750
OUT	0	1	0.1130	0.8870
OUT	0	0	0.6800	0.3200
OUT	1	1	0.4379	0.5621
OUT	1	1	0.1700	0.8300
OUT	0	1	0.4385	0.5615
OUT	1	1	0.2800	0.7200
OUT	1	1	0.0050	0.9950
OUT	0	1	0.2750	0.7250
OUT	0	1	0.4950	0.5050
OUT	1	1	0.2800	0.7200
OUT	0	1	0.2250	0.7750
OUT	1	1	0.3150	0.6850
OUT	0	1	0.0050	0.9950
OUT	1	1	0.3150	0.6850
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0150	0.9850
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7995	0.2005
OUT	0	0	0.5168	0.4832
OUT	1	1	0.1950	0.8050
OUT	0	0	0.6200	0.3800
OUT	1	1	0.1889	0.8111
OUT	1	1	0.2550	0.7450
OUT	0	1	0.1933	0.8067
OUT	0	0	0.7350	0.2650
OUT	0	1	0.1488	0.8513
OUT	0	1	0.1501	0.8499
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0800	0.9200
OUT	1	1	0.2217	0.7783
OUT	1	1	0.0650	0.9350
OUT	0	1	0.1785	0.8215
OUT	0	0	0.7200	0.2800
OUT	1	1	0.1767	0.8233
OUT	1	0	0.9831	0.0169
OUT	0	1	0.0850	0.9150
OUT	1	0	0.6250	0.3750
OUT	0	0	0.5850	0.4150
OUT	0	0	0.8700	0.1300
OUT	1	1	0.1137	0.8863
OUT	1	1	0.0100	0.9900
OUT	0	0	0.8208	0.1792
OUT	0	0	0.9200	0.0800
OUT	0	1	0.3500	0.6500
OUT	0	1	0.2800	0.7200
OUT	0	0	0.6950	0.3050
OUT	1	1	0.0150	0.9850
OUT	1	1	0.3600	0.6400
OUT	1	0	0.7200	0.2800
OUT	1	1	0.1682	0.8318
OUT	1	1	0.1889	0.8111
OUT	0	1	0.2431	0.7569
OUT	1	0	0.7600	0.2400
OUT	0	0	0.7600	0.2400
OUT	0	1	0.3550	0.6450
OUT	1	1	0.0450	0.9550
OUT	1	1	0.0700	0.9300
OUT	1	1	0.0200	0.9800
OUT	0	1	0.3050	0.6950
OUT	1	1	0.3150	0.6850
OUT	1	1	0.4517	0.5483
OUT	0	0	0.9300	0.0700
OUT	1	1	0.1450	0.8550
OUT	0	1	0.2300	0.7700
OUT	1	1	0.3697	0.6303
OUT	1	1	0.4081	0.5919
OUT	1	1	0.1900	0.8100
OUT	0	0	0.7550	0.2450
OUT	1	0	0.8754	0.1246
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0600	0.9400
OUT	0	1	0.1517	0.8483
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1009	0.8991
OUT	1	0	0.7500	0.2500
OUT	1	0	0.9831	0.0169
OUT	1	1	0.1500	0.8500
OUT	0	0	0.9400	0.0600
OUT	0	0	0.7950	0.2050
OUT	1	1	0.3600	0.6400
OUT	0	1	0.3700	0.6300
OUT	1	0	0.8100	0.1900
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2274	0.7726
OUT	0	1	0.3950	0.6050
OUT	1	0	0.8550	0.1450
OUT	1	0	0.5000	0.5000
OUT	1	0	0.8150	0.1850
RES
OUT	0	1	0.1850	0.8150
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4000	0.6000
OUT	1	0	0.5592	0.4408
OUT	1	1	0.0100	0.9900
OUT	1	0	0.8033	0.1967
OUT	1	0	0.5200	0.4800
OUT	0	0	0.8000	0.2000
OUT	1	1	0.1200	0.8800
OUT	1	0	0.8425	0.1575
OUT	1	1	0.3261	0.6739
OUT	1	1	0.3200	0.6800
OUT	0	1	0.4753	0.5247
OUT	1	1	0.3600	0.6400
OUT	1	0	0.5008	0.4992
OUT	1	1	0.1550	0.8450
OUT	0	1	0.1800	0.8200
OUT	0	1	0.3783	0.6218
OUT	1	0	0.7133	0.2867
OUT	0	1	0.4085	0.5915
OUT	0	0	0.7200	0.2800
OUT	0	0	0.7400	0.2600
OUT	0	0	0.9700	0.0300
OUT	1	1	0.3150	0.6850
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2688	0.7312
OUT	0	1	0.2175	0.7825
OUT	0	0	0.5247	0.4753
OUT	0	1	0.1683	0.8317
OUT	0	1	0.4100	0.5900
OUT	1	1	0.4937	0.5063
OUT	1	1	0.1969	0.8031
OUT	0	0	0.5500	0.4500
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2728	0.7272
OUT	0	1	0.4298	0.5702
OUT	0	0	0.5600	0.4400
OUT	0	1	0.1850	0.8150
OUT	0	1	0.4700	0.5300
OUT	0	0	0.6479	0.3521
OUT	1	0	0.6500	0.3500
OUT	0	1	0.2542	0.7458
OUT	0	0	0.8495	0.1505
OUT	0	0	0.8183	0.1817
OUT	1	1	0.0750	0.9250
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0093	0.9907
OUT	0	1	0.1739	0.8261
OUT	1	0	0.9350	0.0650
OUT	0	0	0.8508	0.1492
OUT	1	1	0.4050	0.5950
OUT	1	1	0.0050	0.9950
OUT	0	0	0.7500	0.2500
OUT	0	1	0.1600	0.8400
OUT	0	0	0.5750	0.4250
OUT	0	0	0.7625	0.2375
OUT	0	1	0.3483	0.6517
OUT	0	1	0.3849	0.6151
OUT	0	0	0.8294	0.1706
OUT	1	1	0.1450	0.8550
OUT	0	0	0.8050	0.1950
OUT	1	0	0.5050	0.4950
OUT	0	0	0.9544	0.0456
OUT	0	1	0.3600	0.6400
OUT	1	0	0.6900	0.3100
OUT	1	0	0.5629	0.4371
OUT	0	1	0.0750	0.9250
OUT	0	0	0.7650	0.2350
OUT	0	1	0.3251	0.6749
OUT	0	1	0.2629	0.7371
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9650	0.0350
OUT	1	1	0.1400	0.8600
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9500	0.0500
OUT	0	1	0.4921	0.5079
OUT	0	1	0.2850	0.7150
OUT	0	0	0.8900	0.1100
OUT	1	1	0.0283	0.9717
OUT	0	1	0.4898	0.5102
OUT	1	1	0.1900	0.8100
OUT	0	1	0.3850	0.6150
OUT	1	0	0.9855	0.0145
OUT	1	1	0.0000	1.0000
OUT	1	0	0.9544	0.0456
OUT	0	1	0.3200	0.6800
OUT	1	1	0.2500	0.7500
OUT	0	0	0.7613	0.2387
OUT	0	0	0.7150	0.2850
OUT	0	1	0.2790	0.7210
OUT	0	0	0.5275	0.4725
OUT	0	0	0.8308	0.1692
OUT	1	1	0.1120	0.8880
OUT	1	1	0.3306	0.6694
OUT	1	1	0.2450	0.7550
OUT	0	1	0.0250	0.9750
OUT	0	0	0.6250	0.3750
OUT	0	0	0.7334	0.2666
OUT	1	0	0.7833	0.2167
OUT	0	0	0.9000	0.1000
OUT	0	1	0.2250	0.7750
OUT	0	1	0.4750	0.5250
OUT	0	1	0.2200	0.7800
OUT	1	1	0.0700	0.9300
OUT	0	1	0.1105	0.8895
OUT	0	0	1.0000	0.0000
OUT	0	1	0.3836	0.6164
OUT	0	0	0.5325	0.4675
OUT	1	0	0.7425	0.2575
OUT	0	1	0.4504	0.5496
OUT	1	0	0.6800	0.3200
OUT	0	1	0.0533	0.9468
OUT	1	0	0.7650	0.2350
OUT	1	0	0.7379	0.2621
OUT	0	1	0.1133	0.8867
OUT	0	0	0.5233	0.4767
OUT	1	1	0.0959	0.9041
OUT	0	0	0.5650	0.4350
OUT	1	1	0.0600	0.9400
OUT	0	1	0.4713	0.5287
OUT	1	1	0.1215	0.8785
OUT	0	1	0.1033	0.8967
OUT	0	0	0.8050	0.1950
OUT	1	1	0.3150	0.6850
OUT	0	1	0.0950	0.9050
OUT	1	1	0.2450	0.7550
OUT	0	1	0.2267	0.7733
OUT	1	1	0.1101	0.8899
OUT	0	1	0.1391	0.8609
OUT	1	0	1.0000	0.0000
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2088	0.7912
OUT	0	0	0.7400	0.2600
OUT	1	0	0.7749	0.2251
OUT	0	0	0.7750	0.2250
OUT	1	1	0.2850	0.7150
OUT	1	0	0.8258	0.1742
OUT	0	1	0.0450	0.9550
OUT	0	0	0.5950	0.4050
OUT	1	0	0.9950	0.0050
OUT	1	0	0.6950	0.3050
OUT	1	0	0.8750	0.1250
OUT	0	1	0.0550	0.9450
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9857	0.0143
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2555	0.7445
OUT	1	1	0.0750	0.9250
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8500	0.1500
OUT	0	1	0.3450	0.6550
OUT	0	0	0.6000	0.4000
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2300	0.7700
OUT	0	1	0.1950	0.8050
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9650	0.0350
OUT	1	1	0.2300	0.7700
OUT	0	0	0.6050	0.3950
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8526	0.1474
OUT	0	0	0.9614	0.0386
OUT	1	0	0.5478	0.4522
OUT	0	1	0.0650	0.9350
OUT	1	1	0.1400	0.8600
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2513	0.7487
OUT	1	1	0.2688	0.7312
OUT	1	1	0.1950	0.8050
OUT	0	0	0.5171	0.4829
OUT	1	1	0.1971	0.8029
OUT	0	0	0.6000	0.4000
OUT	0	1	0.0000	1.0000
OUT	1	0	0.9900	0.0100
OUT	1	1	0.0959	0.9041
OUT	0	1	0.0300	0.9700
OUT	0	0	0.7724	0.2276
OUT	0	1	0.3220	0.6780
OUT	1	1	0.2050	0.7950
OUT	0	1	0.2355	0.7645
OUT	1	1	0.2688	0.7312
OUT	0	0	0.5850	0.4150
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.1764	0.8236
OUT	0	0	0.8403	0.1597
OUT	0	1	0.2150	0.7850
OUT	1	1	0.1406	0.8594
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0963	0.9037
OUT	0	1	0.2963	0.7037
OUT	0	0	0.9905	0.0095
OUT	1	1	0.2475	0.7525
OUT	1	1	0.2688	0.7312
OUT	1	0	0.8000	0.2000
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5550	0.4450
OUT	1	1	0.0283	0.9717
OUT	1	1	0.0950	0.9050
OUT	1	1	0.4350	0.5650
OUT	0	1	0.0000	1.0000
OUT	0	1	0.3045	0.6955
OUT	1	1	0.4650	0.5350
OUT	1	1	0.0900	0.9100
OUT	0	1	0.3261	0.6739
OUT	0	1	0.0300	0.9700
OUT	1	1	0.1950	0.8050
OUT	0	0	0.6996	0.3004
OUT	1	1	0.1729	0.8271
OUT	0	1	0.1299	0.8701
OUT	1	1	0.2794	0.7206
OUT	0	1	0.1767	0.8233
OUT	0	1	0.3100	0.6900
OUT	0	1	0.3700	0.6300
OUT	0	1	0.0750	0.9250
OUT	0	1	0.0850	0.9150
OUT	1	0	0.5400	0.4600
OUT	0	0	0.8273	0.1727
OUT	0	1	0.4450	0.5550
OUT	0	0	0.6700	0.3300
OUT	1	1	0.0900	0.9100
OUT	0	0	0.8514	0.1486
OUT	0	1	0.0100	0.9900
OUT	0	0	0.8250	0.1750
OUT	1	1	0.2726	0.7274
OUT	0	0	0.8245	0.1755
OUT	0	1	0.4550	0.5450
OUT	0	1	0.4200	0.5800
OUT	1	1	0.0000	1.0000
OUT	0	1	0.4729	0.5271
OUT	1	1	0.1435	0.8565
OUT	1	0	0.6650	0.3350
OUT	0	0	0.5812	0.4188
OUT	1	1	0.3150	0.6850
OUT	0	0	0.9805	0.0195
OUT	0	0	0.7500	0.2500
OUT	1	1	0.3700	0.6300
OUT	0	1	0.4185	0.5815
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6750	0.3250
OUT	1	0	0.6300	0.3700
OUT	0	0	1.0000	0.0000
OUT	1	0	0.5955	0.4045
OUT	1	0	0.7800	0.2200
OUT	0	0	0.8358	0.1642
OUT	1	1	0.0150	0.9850
OUT	0	1	0.2994	0.7006
OUT	0	1	0.0850	0.9150
OUT	0	0	0.9550	0.0450
OUT	0	0	0.8029	0.1971
OUT	0	1	0.4200	0.5800
OUT	0	1	0.0600	0.9400
OUT	1	1	0.4000	0.6000
OUT	0	1	0.4968	0.5032
OUT	1	1	0.4300	0.5700
OUT	1	1	0.0200	0.9800
OUT	1	0	0.5950	0.4050
OUT	1	1	0.1700	0.8300
OUT	1	1	0.1600	0.8400
OUT	0	1	0.2800	0.7200
OUT	0	1	0.4713	0.5287
OUT	1	1	0.4100	0.5900
OUT	0	0	0.6100	0.3900
OUT	1	1	0.0050	0.9950
OUT	1	1	0.4911	0.5089
OUT	0	0	0.5664	0.4336
OUT	1	1	0.0550	0.9450
OUT	1	1	0.0634	0.9366
OUT	0	1	0.2491	0.7509
OUT	1	1	0.4100	0.5900
OUT	0	1	0.1400	0.8600
OUT	1	1	0.0150	0.9850
OUT	1	1	0.0050	0.9950
OUT	0	0	0.9500	0.0500
OUT	1	1	0.1200	0.8800
OUT	0	0	0.6627	0.3373
OUT	1	1	0.3150	0.6850
OUT	0	0	0.7320	0.2680
OUT	0	1	0.4150	0.5850
OUT	0	0	0.9400	0.0600
OUT	1	1	0.0300	0.9700
OUT	0	0	0.6350	0.3650
OUT	0	0	0.5700	0.4300
OUT	0	0	0.5400	0.4600
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7067	0.2933
OUT	1	1	0.3650	0.6350
OUT	0	1	0.3650	0.6350
OUT	0	0	0.6100	0.3900
OUT	0	0	0.6214	0.3786
OUT	1	1	0.4100	0.5900
OUT	0	1	0.0600	0.9400
OUT	0	0	0.8050	0.1950
OUT	0	1	0.3750	0.6250
OUT	0	0	0.7490	0.2510
OUT	0	1	0.2000	0.8000
OUT	1	1	0.2726	0.7274
OUT	1	1	0.0000	1.0000
RES
OUT	1	0	0.9200	0.0800
OUT	0	1	0.0537	0.9463
OUT	0	1	0.1427	0.8573
OUT	1	0	0.7700	0.2300
OUT	1	1	0.0450	0.9550
OUT	1	1	0.0172	0.9828
OUT	0	1	0.4400	0.5600
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6731	0.3269
OUT	1	1	0.4258	0.5742
OUT	1	1	0.0100	0.9900
OUT	1	1	0.0588	0.9412
OUT	0	0	0.9100	0.0900
OUT	0	0	0.5300	0.4700
OUT	0	1	0.3200	0.6800
OUT	0	0	0.6050	0.3950
OUT	0	1	0.3000	0.7000
OUT	0	1	0.3650	0.6350
OUT	1	1	0.0193	0.9807
OUT	1	1	0.0000	1.0000
OUT	0	1	0.4700	0.5300
OUT	0	0	0.5526	0.4474
OUT	0	1	0.4050	0.5950
OUT	0	0	0.7998	0.2002
OUT	0	0	0.8450	0.1550
OUT	1	1	0.1400	0.8600
OUT	1	0	0.6350	0.3650
OUT	0	0	0.6220	0.3780
OUT	1	1	0.2777	0.7223
OUT	1	1	0.0561	0.9439
OUT	0	1	0.2550	0.7450
OUT	1	1	0.3765	0.6235
OUT	0	0	0.6250	0.3750
OUT	0	0	0.8512	0.1488
OUT	1	1	0.2450	0.7550
OUT	0	1	0.1000	0.9000
OUT	0	0	0.9200	0.0800
OUT	1	1	0.0800	0.9200
OUT	0	0	0.7083	0.2917
OUT	1	0	0.9180	0.0820
OUT	1	0	0.5150	0.4850
OUT	0	0	0.5500	0.4500
OUT	1	1	0.1122	0.8878
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8050	0.1950
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3650	0.6350
OUT	1	1	0.4884	0.5116
OUT	0	1	0.2150	0.7850
OUT	1	1	0.1000	0.9000
OUT	0	0	0.5337	0.4663
OUT	0	0	0.6750	0.3250
OUT	1	1	0.0316	0.9684
OUT	0	1	0.1750	0.8250
OUT	1	1	0.2229	0.7771
OUT	1	1	0.2357	0.7643
OUT	1	1	0.0561	0.9439
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0350	0.9650
OUT	1	1	0.3725	0.6275
OUT	1	1	0.2693	0.7308
OUT	0	1	0.1000	0.9000
OUT	1	0	0.7591	0.2409
OUT	1	1	0.0800	0.9200
OUT	1	1	0.0050	0.9950
OUT	0	1	0.1950	0.8050
OUT	0	1	0.2010	0.7990
OUT	1	0	0.7700	0.2300
OUT	1	1	0.0808	0.9192
OUT	1	1	0.3600	0.6400
OUT	0	0	0.6892	0.3108
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1122	0.8878
OUT	0	1	0.0526	0.9474
OUT	1	1	0.0800	0.9200
OUT	0	0	0.9350	0.0650
OUT	0	1	0.1586	0.8414
OUT	1	1	0.3350	0.6650
OUT	0	0	0.8150	0.1850
OUT	1	1	0.4456	0.5544
OUT	1	1	0.2600	0.7400
OUT	0	0	0.7289	0.2711
OUT	1	1	0.2033	0.7967
OUT	1	1	0.0050	0.9950
OUT	0	1	0.4300	0.5700
OUT	1	0	0.7800	0.2200
OUT	0	0	0.6050	0.3950
OUT	1	1	0.0293	0.9707
OUT	1	0	0.6643	0.3357
OUT	1	1	0.3604	0.6396
OUT	1	1	0.2350	0.7650
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5139	0.4861
OUT	1	1	0.3568	0.6432
OUT	0	1	0.1350	0.8650
OUT	0	1	0.0050	0.9950
OUT	1	1	0.3650	0.6350
OUT	0	0	0.6037	0.3963
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0400	0.9600
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5750	0.4250
OUT	0	0	0.8750	0.1250
OUT	1	1	0.1050	0.8950
OUT	1	1	0.0550	0.9450
OUT	1	0	0.6800	0.3200
OUT	0	0	0.5009	0.4991
OUT	1	1	0.0800	0.9200
OUT	0	0	0.6643	0.3357
OUT	1	1	0.0150	0.9850
OUT	1	0	0.9550	0.0450
OUT	1	1	0.1849	0.8151
OUT	1	1	0.0950	0.9050
OUT	1	1	0.2000	0.8000
OUT	1	1	0.0273	0.9728
OUT	0	1	0.4792	0.5208
OUT	0	0	0.9800	0.0200
OUT	1	1	0.0050	0.9950
OUT	1	0	0.6000	0.4000
OUT	1	1	0.3571	0.6429
OUT	0	1	0.1621	0.8379
OUT	0	0	0.6953	0.3047
OUT	0	0	0.9820	0.0180
OUT	1	1	0.0700	0.9300
OUT	0	0	0.7700	0.2300
OUT	0	1	0.2856	0.7144
OUT	0	1	0.4650	0.5350
OUT	1	1	0.0300	0.9700
OUT	0	1	0.4400	0.5600
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2777	0.7223
OUT	0	1	0.2106	0.7894
OUT	1	1	0.0381	0.9619
OUT	1	1	0.2357	0.7643
OUT	0	1	0.3764	0.6236
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2575	0.7425
OUT	0	1	0.1714	0.8286
OUT	1	1	0.1670	0.8330
OUT	1	0	1.0000	0.0000
OUT	0	1	0.0875	0.9125
OUT	0	0	0.8047	0.1953
OUT	0	1	0.1238	0.8763
OUT	1	1	0.0040	0.9960
OUT	0	0	0.9838	0.0162
OUT	0	1	0.4398	0.5603
OUT	1	1	0.0300	0.9700
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0800	0.9200
OUT	0	1	0.1900	0.8100
OUT	1	0	0.6750	0.3250
OUT	0	1	0.3863	0.6138
OUT	0	1	0.2600	0.7400
OUT	1	1	0.1632	0.8368
OUT	1	1	0.0650	0.9350
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6300	0.3700
OUT	0	0	0.9871	0.0129
OUT	0	0	0.5337	0.4663
OUT	1	1	0.0100	0.9900
OUT	1	0	0.7606	0.2394
OUT	1	1	0.1632	0.8368
OUT	0	0	0.6100	0.3900
OUT	0	1	0.3011	0.6989
OUT	1	0	0.5216	0.4784
OUT	1	1	0.1400	0.8600
OUT	1	1	0.1650	0.8350
OUT	0	1	0.4750	0.5250
OUT	1	1	0.2661	0.7339
OUT	0	0	0.6408	0.3592
OUT	1	1	0.0850	0.9150
OUT	0	0	0.8364	0.1636
