NAME	InducerComp_5x_RF_AB_-IFI
VAR	binary	inducer	ontology	classifier
OUT	1	1	0.0845	0.9155
OUT	1	0	0.7858	0.2142
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4900	0.5100
OUT	1	0	0.9100	0.0900
OUT	1	1	0.3487	0.6513
OUT	1	1	0.2350	0.7650
OUT	1	1	0.2700	0.7300
OUT	1	1	0.0850	0.9150
OUT	1	1	0.0600	0.9400
OUT	1	0	0.7150	0.2850
OUT	1	0	0.7947	0.2053
OUT	1	0	0.6158	0.3842
OUT	0	0	0.6600	0.3400
OUT	1	1	0.1950	0.8050
OUT	0	1	0.3175	0.6825
OUT	1	1	0.0050	0.9950
OUT	1	1	0.4450	0.5550
OUT	1	1	0.3200	0.6800
OUT	1	0	0.8097	0.1903
OUT	1	0	0.9148	0.0852
OUT	1	0	0.9173	0.0827
OUT	1	1	0.1417	0.8583
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6775	0.3225
OUT	0	0	0.9500	0.0500
OUT	1	1	0.2150	0.7850
OUT	0	1	0.2625	0.7375
OUT	1	0	0.6533	0.3467
OUT	0	0	0.8407	0.1593
OUT	1	0	0.7158	0.2842
OUT	1	1	0.0250	0.9750
OUT	1	1	0.2800	0.7200
OUT	0	0	0.5550	0.4450
OUT	1	1	0.4250	0.5750
OUT	1	0	0.5900	0.4100
OUT	0	0	0.6850	0.3150
OUT	1	0	0.6900	0.3100
OUT	0	0	0.7613	0.2387
OUT	0	0	0.7692	0.2308
OUT	1	1	0.2938	0.7063
OUT	1	1	0.1500	0.8500
OUT	1	1	0.1250	0.8750
OUT	1	1	0.3700	0.6300
OUT	0	0	0.9043	0.0957
OUT	1	1	0.0950	0.9050
OUT	0	1	0.4200	0.5800
OUT	1	1	0.2216	0.7784
OUT	1	0	0.8267	0.1733
OUT	0	0	0.6500	0.3500
OUT	0	0	0.7975	0.2025
OUT	1	1	0.1000	0.9000
OUT	0	0	1.0000	0.0000
OUT	1	1	0.4350	0.5650
OUT	0	0	0.8725	0.1275
OUT	0	0	0.5800	0.4200
OUT	0	0	0.8500	0.1500
OUT	0	1	0.0750	0.9250
OUT	0	1	0.3095	0.6905
OUT	1	1	0.0350	0.9650
OUT	0	0	0.9517	0.0483
OUT	0	1	0.1000	0.9000
OUT	1	1	0.3100	0.6900
OUT	0	1	0.4050	0.5950
OUT	1	0	0.6200	0.3800
OUT	1	0	0.9000	0.1000
OUT	0	0	0.7950	0.2050
OUT	0	0	0.9313	0.0688
OUT	0	0	0.9283	0.0717
OUT	1	0	0.5400	0.4600
OUT	0	0	0.8596	0.1404
OUT	0	0	0.8250	0.1750
OUT	1	1	0.2900	0.7100
OUT	1	1	0.4983	0.5017
OUT	0	0	0.8109	0.1891
OUT	1	0	0.7613	0.2388
OUT	0	0	0.8800	0.1200
OUT	1	0	0.9505	0.0495
OUT	1	1	0.1200	0.8800
OUT	0	0	0.6200	0.3800
OUT	0	0	0.5250	0.4750
OUT	0	0	0.7400	0.2600
OUT	0	1	0.3617	0.6383
OUT	0	0	0.6350	0.3650
OUT	0	1	0.1799	0.8201
OUT	1	1	0.0100	0.9900
OUT	1	0	0.5150	0.4850
OUT	0	0	0.5392	0.4608
OUT	0	0	0.8325	0.1675
OUT	1	0	0.5300	0.4700
OUT	1	1	0.3975	0.6025
OUT	0	0	0.8800	0.1200
OUT	1	1	0.0750	0.9250
OUT	0	1	0.0400	0.9600
OUT	0	0	0.8000	0.2000
OUT	1	1	0.2750	0.7250
OUT	1	0	0.6500	0.3500
OUT	0	1	0.3633	0.6367
OUT	0	0	0.7500	0.2500
OUT	0	0	0.9754	0.0246
OUT	1	1	0.4921	0.5079
OUT	0	1	0.3250	0.6750
OUT	0	1	0.4840	0.5160
OUT	0	1	0.0050	0.9950
OUT	0	1	0.4017	0.5983
OUT	1	0	0.5550	0.4450
OUT	0	0	0.9150	0.0850
OUT	0	0	0.8650	0.1350
OUT	0	0	0.7767	0.2233
OUT	0	0	0.6842	0.3158
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8500	0.1500
OUT	0	0	0.5100	0.4900
OUT	0	1	0.4158	0.5842
OUT	0	0	0.8283	0.1717
OUT	0	0	0.9675	0.0325
OUT	0	0	0.9000	0.1000
OUT	1	1	0.3083	0.6917
OUT	0	0	0.7301	0.2699
OUT	1	1	0.0800	0.9200
OUT	1	0	0.5425	0.4575
OUT	1	0	0.6458	0.3542
OUT	0	1	0.3600	0.6400
OUT	0	0	0.5433	0.4567
OUT	1	1	0.0300	0.9700
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2029	0.7971
OUT	1	0	0.5800	0.4200
OUT	0	1	0.2600	0.7400
OUT	1	0	0.6760	0.3240
OUT	0	0	0.5233	0.4767
OUT	0	0	0.7971	0.2029
OUT	1	0	0.8932	0.1068
OUT	0	0	0.6350	0.3650
OUT	1	0	0.8700	0.1300
OUT	1	1	0.0075	0.9925
OUT	0	0	0.6770	0.3230
OUT	1	1	0.4292	0.5708
OUT	0	0	0.6613	0.3387
OUT	1	1	0.3700	0.6300
OUT	0	1	0.0000	1.0000
OUT	1	1	0.0050	0.9950
OUT	1	0	0.6350	0.3650
OUT	0	1	0.2650	0.7350
OUT	0	1	0.3150	0.6850
OUT	0	0	0.7142	0.2858
OUT	0	0	0.9440	0.0560
OUT	1	1	0.4433	0.5568
OUT	1	1	0.0350	0.9650
OUT	1	1	0.0150	0.9850
OUT	0	1	0.2992	0.7008
OUT	0	0	0.6700	0.3300
OUT	0	0	0.8300	0.1700
OUT	1	1	0.0200	0.9800
OUT	0	0	0.7442	0.2558
OUT	1	1	0.1525	0.8475
OUT	0	0	0.8973	0.1027
OUT	0	0	0.9250	0.0750
OUT	1	1	0.0050	0.9950
OUT	0	0	0.8165	0.1835
OUT	0	0	0.8700	0.1300
OUT	0	1	0.4808	0.5192
OUT	0	0	0.9762	0.0238
OUT	1	1	0.2689	0.7311
OUT	0	0	0.6350	0.3650
OUT	1	0	0.5806	0.4194
OUT	1	0	0.5600	0.4400
OUT	0	0	0.7100	0.2900
OUT	1	1	0.2150	0.7850
OUT	0	0	0.9050	0.0950
OUT	0	0	0.6150	0.3850
OUT	0	0	0.6967	0.3033
OUT	0	0	0.9000	0.1000
OUT	1	1	0.0200	0.9800
OUT	0	1	0.3204	0.6796
OUT	0	1	0.1917	0.8083
OUT	0	0	0.6925	0.3075
OUT	0	0	0.8165	0.1835
OUT	0	0	0.8450	0.1550
OUT	0	0	0.8525	0.1475
OUT	0	0	0.7850	0.2150
OUT	1	1	0.0050	0.9950
OUT	0	0	0.6175	0.3825
OUT	1	1	0.3650	0.6350
OUT	1	1	0.4950	0.5050
OUT	0	0	0.6003	0.3998
OUT	0	0	0.7450	0.2550
OUT	1	1	0.0100	0.9900
OUT	0	0	0.5950	0.4050
OUT	1	1	0.1600	0.8400
OUT	0	0	0.7250	0.2750
OUT	0	0	0.6626	0.3374
OUT	0	0	0.7450	0.2550
OUT	1	1	0.3650	0.6350
OUT	1	0	0.8200	0.1800
OUT	1	0	0.7608	0.2392
OUT	0	1	0.2562	0.7438
OUT	1	0	0.9017	0.0983
OUT	1	0	0.6025	0.3975
OUT	1	1	0.0050	0.9950
OUT	0	0	0.7925	0.2075
OUT	1	1	0.0550	0.9450
OUT	0	0	0.7000	0.3000
OUT	1	1	0.3700	0.6300
OUT	1	0	0.7250	0.2750
OUT	0	0	0.9600	0.0400
OUT	1	1	0.0117	0.9883
OUT	0	0	0.8097	0.1903
OUT	0	0	0.5800	0.4200
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0450	0.9550
OUT	0	1	0.4733	0.5267
OUT	0	0	0.5908	0.4092
OUT	0	0	0.6690	0.3310
OUT	0	0	0.7908	0.2092
OUT	1	1	0.0583	0.9417
OUT	1	0	0.9300	0.0700
OUT	0	1	0.2850	0.7150
OUT	1	1	0.2050	0.7950
OUT	1	0	0.5225	0.4775
OUT	1	0	0.5500	0.4500
OUT	0	0	0.5075	0.4925
OUT	0	0	0.6300	0.3700
OUT	0	0	0.8700	0.1300
OUT	1	1	0.2167	0.7833
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9325	0.0675
OUT	1	0	0.7783	0.2217
OUT	1	1	0.0350	0.9650
OUT	0	0	0.5800	0.4200
OUT	0	0	0.6550	0.3450
OUT	1	1	0.1483	0.8517
OUT	0	0	0.8450	0.1550
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0650	0.9350
OUT	0	0	0.9175	0.0825
OUT	1	1	0.0000	1.0000
OUT	0	1	0.4200	0.5800
OUT	1	0	0.8371	0.1629
OUT	1	0	0.7650	0.2350
OUT	0	0	0.8396	0.1604
OUT	1	1	0.0050	0.9950
OUT	0	0	0.9383	0.0617
OUT	1	1	0.0100	0.9900
OUT	1	1	0.2250	0.7750
OUT	0	0	0.8588	0.1413
OUT	0	0	0.5100	0.4900
OUT	0	0	0.8097	0.1903
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8667	0.1333
OUT	1	1	0.0300	0.9700
OUT	0	0	0.6325	0.3675
OUT	1	1	0.3100	0.6900
OUT	1	1	0.3000	0.7000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2200	0.7800
OUT	1	1	0.4693	0.5307
OUT	0	0	0.8600	0.1400
OUT	0	0	0.9450	0.0550
OUT	1	1	0.1850	0.8150
OUT	1	1	0.3000	0.7000
OUT	0	0	0.7300	0.2700
OUT	0	0	0.8983	0.1017
OUT	1	1	0.2350	0.7650
OUT	0	0	0.6300	0.3700
OUT	1	0	0.8850	0.1150
OUT	1	1	0.4200	0.5800
OUT	1	1	0.1500	0.8500
OUT	1	1	0.0250	0.9750
OUT	1	1	0.0300	0.9700
OUT	1	1	0.0450	0.9550
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7800	0.2200
OUT	1	1	0.0050	0.9950
OUT	1	1	0.2150	0.7850
OUT	1	0	0.7750	0.2250
OUT	0	0	0.7000	0.3000
OUT	1	1	0.1600	0.8400
OUT	1	1	0.3000	0.7000
OUT	0	0	0.6050	0.3950
OUT	0	0	0.5125	0.4875
OUT	0	1	0.1992	0.8008
OUT	1	1	0.3000	0.7000
OUT	0	0	0.6736	0.3264
OUT	0	0	0.9425	0.0575
OUT	1	1	0.0350	0.9650
OUT	1	1	0.1600	0.8400
OUT	1	1	0.4050	0.5950
OUT	0	1	0.3120	0.6880
OUT	0	0	0.9217	0.0783
OUT	0	0	0.7961	0.2039
OUT	0	0	0.7883	0.2117
OUT	1	1	0.0900	0.9100
OUT	0	0	0.8788	0.1213
OUT	0	0	0.6750	0.3250
OUT	0	0	0.8125	0.1875
OUT	0	0	0.9000	0.1000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7000	0.3000
OUT	1	1	0.1350	0.8650
OUT	0	0	0.6900	0.3100
OUT	0	0	0.8650	0.1350
OUT	1	0	0.9000	0.1000
OUT	1	0	0.8950	0.1050
OUT	0	0	0.8350	0.1650
OUT	1	1	0.0188	0.9813
OUT	0	0	0.8165	0.1835
OUT	0	0	0.6613	0.3388
OUT	0	0	0.6933	0.3067
OUT	0	0	0.9850	0.0150
OUT	1	1	0.1100	0.8900
OUT	0	0	0.5875	0.4125
OUT	1	1	0.1150	0.8850
OUT	1	1	0.0750	0.9250
OUT	1	1	0.0158	0.9842
OUT	1	1	0.3650	0.6350
OUT	0	1	0.4900	0.5100
OUT	0	1	0.1817	0.8183
OUT	0	0	0.9350	0.0650
OUT	0	0	0.6702	0.3298
OUT	0	0	0.8700	0.1300
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4125	0.5875
OUT	0	0	0.6350	0.3650
OUT	0	1	0.1900	0.8100
OUT	0	0	0.6107	0.3893
OUT	0	0	0.9600	0.0400
OUT	0	0	0.5250	0.4750
OUT	1	1	0.0688	0.9312
OUT	0	0	0.9742	0.0258
OUT	0	0	0.8021	0.1979
OUT	1	0	0.9623	0.0377
OUT	1	1	0.1250	0.8750
OUT	0	0	0.7800	0.2200
OUT	0	0	0.9395	0.0605
OUT	0	0	0.9050	0.0950
OUT	1	0	0.9600	0.0400
OUT	0	0	0.9165	0.0835
OUT	0	0	0.7283	0.2717
OUT	1	1	0.0927	0.9073
OUT	0	0	0.5725	0.4275
OUT	0	0	0.8367	0.1633
OUT	0	0	0.8092	0.1908
OUT	0	1	0.2900	0.7100
OUT	0	0	0.8150	0.1850
OUT	0	0	0.9793	0.0207
OUT	1	1	0.0000	1.0000
OUT	1	1	0.1250	0.8750
OUT	0	1	0.3675	0.6325
OUT	1	0	0.5256	0.4744
OUT	0	0	0.7250	0.2750
OUT	1	0	0.8900	0.1100
OUT	0	0	0.8560	0.1440
OUT	0	0	0.7950	0.2050
OUT	1	1	0.0700	0.9300
OUT	0	0	0.5050	0.4950
OUT	0	1	0.4600	0.5400
OUT	0	0	0.9050	0.0950
OUT	1	0	0.6600	0.3400
OUT	1	0	0.6658	0.3342
OUT	1	0	0.8618	0.1382
OUT	1	1	0.0000	1.0000
OUT	1	0	0.8350	0.1650
OUT	0	0	0.9050	0.0950
OUT	1	1	0.0500	0.9500
OUT	0	0	0.5171	0.4829
OUT	1	1	0.1220	0.8780
OUT	1	1	0.1150	0.8850
OUT	1	1	0.1400	0.8600
OUT	0	0	0.7671	0.2329
OUT	0	0	0.6900	0.3100
OUT	0	0	0.7550	0.2450
OUT	0	0	0.9650	0.0350
OUT	0	0	0.7125	0.2875
OUT	1	1	0.1600	0.8400
OUT	0	0	0.5300	0.4700
OUT	1	1	0.0200	0.9800
OUT	0	0	0.9500	0.0500
OUT	0	0	0.7350	0.2650
OUT	0	0	0.5200	0.4800
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0700	0.9300
OUT	1	0	0.5100	0.4900
OUT	1	1	0.0100	0.9900
OUT	1	1	0.2800	0.7200
OUT	1	1	0.2221	0.7779
OUT	0	0	0.9400	0.0600
OUT	1	1	0.1250	0.8750
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7500	0.2500
OUT	0	0	0.7615	0.2385
OUT	1	1	0.4200	0.5800
OUT	0	0	0.8850	0.1150
OUT	1	1	0.3267	0.6733
OUT	0	0	0.6750	0.3250
OUT	1	0	0.7050	0.2950
OUT	1	1	0.2900	0.7100
OUT	0	0	0.9529	0.0471
OUT	0	1	0.2700	0.7300
OUT	0	0	0.8658	0.1342
OUT	0	1	0.0845	0.9155
OUT	1	0	0.9600	0.0400
OUT	1	0	0.7242	0.2758
OUT	1	1	0.0000	1.0000
OUT	0	1	0.3675	0.6325
OUT	1	0	0.7567	0.2433
OUT	1	0	0.9420	0.0580
OUT	1	0	0.6033	0.3967
OUT	0	0	0.8889	0.1111
OUT	0	0	0.8271	0.1729
OUT	1	1	0.0500	0.9500
OUT	0	1	0.3300	0.6700
OUT	0	0	0.8400	0.1600
OUT	1	1	0.3300	0.6700
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2550	0.7450
OUT	1	1	0.0600	0.9400
OUT	1	1	0.2250	0.7750
OUT	1	1	0.0371	0.9629
OUT	1	1	0.0100	0.9900
OUT	1	1	0.2350	0.7650
OUT	0	1	0.3700	0.6300
OUT	0	1	0.4950	0.5050
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3225	0.6775
OUT	1	1	0.0350	0.9650
OUT	0	1	0.2625	0.7375
OUT	1	1	0.0100	0.9900
OUT	0	0	0.8433	0.1567
OUT	0	0	0.9633	0.0367
OUT	0	0	0.8273	0.1727
OUT	1	1	0.2800	0.7200
OUT	1	0	0.9650	0.0350
OUT	1	1	0.1950	0.8050
OUT	1	0	0.6650	0.3350
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7750	0.2250
OUT	1	1	0.1050	0.8950
OUT	0	1	0.4121	0.5879
OUT	0	0	0.5700	0.4300
OUT	1	0	0.5713	0.4287
OUT	0	0	0.9125	0.0875
OUT	1	1	0.3550	0.6450
OUT	1	1	0.2350	0.7650
OUT	0	0	0.8004	0.1996
OUT	0	0	0.8150	0.1850
OUT	0	0	0.7067	0.2933
OUT	1	1	0.0400	0.9600
OUT	1	1	0.1250	0.8750
OUT	0	1	0.1420	0.8580
OUT	0	0	0.7300	0.2700
OUT	0	1	0.0850	0.9150
OUT	0	0	0.9125	0.0875
OUT	1	0	0.5675	0.4325
OUT	0	0	0.9308	0.0692
OUT	0	0	0.5288	0.4713
OUT	0	0	0.8275	0.1725
OUT	1	1	0.3400	0.6600
OUT	0	0	0.8475	0.1525
OUT	1	1	0.3855	0.6145
OUT	1	1	0.2575	0.7425
OUT	0	0	0.5317	0.4683
OUT	0	0	0.7386	0.2614
OUT	0	1	0.1850	0.8150
OUT	1	1	0.0317	0.9683
OUT	0	0	0.9859	0.0141
OUT	0	0	0.8255	0.1745
OUT	0	0	0.7367	0.2633
OUT	1	1	0.2850	0.7150
OUT	0	0	0.8250	0.1750
OUT	0	0	0.9238	0.0763
OUT	1	1	0.0150	0.9850
OUT	0	0	0.8094	0.1906
OUT	1	1	0.0500	0.9500
OUT	0	0	0.5750	0.4250
OUT	0	0	0.8100	0.1900
OUT	0	0	0.9150	0.0850
OUT	1	0	0.7683	0.2317
OUT	0	1	0.2925	0.7075
OUT	1	0	0.9125	0.0875
OUT	0	0	0.5776	0.4224
OUT	0	0	0.8097	0.1903
OUT	0	1	0.2942	0.7058
OUT	0	0	0.7850	0.2150
OUT	1	0	0.6100	0.3900
OUT	1	1	0.1329	0.8671
OUT	1	0	0.8296	0.1704
OUT	0	0	0.8250	0.1750
OUT	1	0	0.9050	0.0950
OUT	1	1	0.2800	0.7200
OUT	0	0	0.8475	0.1525
OUT	1	0	0.7717	0.2283
OUT	1	1	0.0100	0.9900
OUT	0	1	0.3579	0.6421
OUT	1	0	0.5450	0.4550
OUT	1	1	0.0010	0.9990
OUT	0	0	0.8600	0.1400
OUT	1	1	0.0513	0.9488
OUT	0	0	0.9250	0.0750
OUT	0	1	0.3250	0.6750
OUT	1	1	0.3588	0.6413
OUT	1	1	0.0150	0.9850
OUT	0	0	0.5042	0.4958
OUT	1	0	0.9300	0.0700
OUT	1	1	0.1951	0.8049
OUT	1	1	0.1400	0.8600
OUT	0	1	0.3945	0.6055
OUT	1	1	0.0400	0.9600
OUT	0	0	0.6962	0.3038
OUT	0	0	0.6948	0.3052
OUT	0	0	0.8200	0.1800
OUT	0	0	0.8265	0.1735
OUT	1	0	0.5750	0.4250
OUT	1	0	0.9525	0.0475
OUT	0	0	0.7667	0.2333
OUT	0	1	0.2663	0.7338
OUT	0	0	0.6100	0.3900
OUT	0	0	0.8000	0.2000
OUT	0	0	0.5600	0.4400
OUT	0	0	0.9050	0.0950
OUT	1	1	0.0842	0.9158
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5350	0.4650
OUT	1	1	0.2750	0.7250
OUT	0	0	0.7250	0.2750
OUT	1	0	0.9900	0.0100
OUT	1	1	0.0200	0.9800
OUT	0	0	0.7883	0.2117
OUT	0	0	0.5775	0.4225
OUT	1	1	0.0050	0.9950
OUT	0	0	0.9600	0.0400
OUT	1	1	0.0150	0.9850
OUT	1	1	0.0250	0.9750
OUT	0	0	0.8273	0.1727
OUT	1	1	0.0950	0.9050
OUT	1	0	0.9650	0.0350
OUT	0	0	0.7450	0.2550
OUT	1	0	0.6575	0.3425
OUT	0	0	0.5318	0.4682
OUT	0	0	0.7342	0.2658
OUT	0	0	0.5500	0.4500
OUT	1	1	0.1050	0.8950
OUT	1	0	0.9050	0.0950
OUT	0	1	0.4350	0.5650
OUT	1	1	0.3115	0.6885
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7192	0.2808
OUT	1	1	0.4629	0.5371
OUT	1	0	0.6950	0.3050
OUT	1	1	0.4000	0.6000
OUT	1	0	0.5450	0.4550
OUT	0	0	1.0000	0.0000
OUT	0	0	0.8408	0.1592
OUT	1	1	0.4300	0.5700
OUT	0	1	0.3508	0.6492
OUT	0	1	0.1500	0.8500
OUT	1	0	0.8600	0.1400
OUT	1	1	0.1683	0.8317
OUT	0	0	0.9100	0.0900
OUT	0	0	0.8275	0.1725
OUT	1	1	0.3920	0.6080
OUT	1	1	0.0750	0.9250
OUT	0	0	0.5675	0.4325
OUT	0	0	0.8600	0.1400
OUT	1	1	0.1867	0.8133
OUT	1	1	0.0500	0.9500
OUT	0	0	0.7158	0.2842
OUT	1	1	0.3150	0.6850
OUT	1	1	0.0600	0.9400
OUT	1	1	0.0738	0.9262
OUT	0	0	0.9100	0.0900
OUT	0	0	0.5658	0.4342
OUT	0	0	0.9654	0.0346
OUT	0	0	0.9150	0.0850
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8100	0.1900
OUT	1	1	0.0600	0.9400
OUT	1	1	0.2450	0.7550
OUT	1	1	0.2800	0.7200
OUT	1	1	0.1100	0.8900
OUT	1	1	0.0450	0.9550
OUT	0	0	0.9063	0.0937
OUT	0	0	0.5900	0.4100
OUT	1	1	0.0908	0.9092
OUT	0	0	0.9333	0.0667
OUT	0	0	0.6700	0.3300
OUT	1	1	0.1650	0.8350
OUT	0	1	0.1975	0.8025
OUT	1	0	0.6487	0.3513
OUT	0	1	0.4782	0.5218
OUT	1	1	0.2200	0.7800
OUT	0	0	0.5800	0.4200
OUT	0	0	0.8050	0.1950
OUT	0	0	0.6100	0.3900
OUT	0	0	0.9238	0.0763
OUT	1	1	0.3850	0.6150
OUT	0	0	0.6300	0.3700
OUT	0	0	0.9900	0.0100
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7713	0.2287
OUT	1	1	0.3500	0.6500
OUT	1	0	0.6525	0.3475
OUT	0	0	0.5500	0.4500
OUT	1	1	0.1467	0.8533
OUT	1	0	0.7188	0.2813
OUT	0	0	0.5350	0.4650
OUT	1	1	0.0200	0.9800
OUT	0	0	0.9618	0.0382
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2400	0.7600
OUT	0	0	0.9650	0.0350
OUT	1	0	0.6175	0.3825
OUT	1	1	0.0150	0.9850
OUT	0	0	0.5800	0.4200
OUT	0	0	0.8150	0.1850
OUT	0	0	0.5983	0.4017
OUT	0	0	0.9926	0.0074
OUT	0	0	0.8650	0.1350
OUT	1	0	0.5450	0.4550
OUT	0	0	0.8800	0.1200
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5125	0.4875
OUT	1	1	0.1650	0.8350
OUT	0	0	0.8165	0.1835
OUT	0	0	0.9650	0.0350
OUT	0	0	0.8250	0.1750
OUT	0	0	0.7575	0.2425
OUT	0	0	0.7346	0.2654
OUT	1	1	0.4700	0.5300
OUT	0	0	0.6575	0.3425
OUT	0	0	0.7150	0.2850
OUT	1	0	0.8178	0.1822
OUT	1	1	0.2317	0.7683
OUT	0	0	0.6700	0.3300
OUT	1	1	0.3845	0.6155
OUT	0	0	0.6886	0.3114
OUT	1	1	0.0650	0.9350
OUT	0	0	0.8675	0.1325
OUT	0	0	0.7858	0.2142
OUT	1	0	0.5712	0.4288
OUT	1	1	0.0100	0.9900
OUT	1	1	0.1900	0.8100
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2250	0.7750
OUT	0	0	0.6775	0.3225
OUT	0	0	0.7550	0.2450
OUT	0	0	0.9250	0.0750
OUT	0	0	0.8800	0.1200
OUT	1	0	0.7400	0.2600
OUT	0	0	0.8750	0.1250
OUT	0	0	0.6081	0.3919
OUT	1	1	0.2204	0.7796
OUT	0	0	0.6825	0.3175
OUT	0	0	0.8419	0.1581
OUT	0	0	0.8517	0.1483
OUT	0	0	0.5250	0.4750
OUT	1	1	0.0300	0.9700
OUT	0	0	0.8400	0.1600
OUT	1	1	0.2550	0.7450
OUT	1	1	0.1925	0.8075
OUT	1	1	0.0300	0.9700
OUT	1	1	0.0350	0.9650
OUT	0	0	0.9650	0.0350
OUT	1	0	0.7533	0.2467
OUT	0	0	0.9782	0.0218
OUT	1	0	0.5117	0.4883
OUT	0	0	0.5900	0.4100
OUT	0	0	0.5625	0.4375
OUT	0	1	0.4482	0.5518
OUT	0	1	0.1438	0.8563
OUT	0	1	0.3368	0.6632
OUT	0	0	0.7037	0.2963
OUT	1	1	0.0706	0.9294
OUT	0	0	0.5250	0.4750
OUT	1	1	0.4450	0.5550
OUT	1	0	0.8033	0.1967
OUT	0	0	0.7925	0.2075
OUT	1	1	0.0350	0.9650
OUT	0	0	0.6721	0.3279
OUT	1	1	0.2382	0.7618
OUT	1	1	0.0000	1.0000
OUT	0	1	0.4250	0.5750
OUT	0	1	0.4025	0.5975
OUT	1	1	0.0150	0.9850
OUT	1	1	0.2050	0.7950
OUT	1	0	0.5142	0.4858
OUT	0	1	0.4300	0.5700
OUT	1	1	0.0750	0.9250
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8400	0.1600
OUT	0	0	0.8411	0.1589
OUT	1	1	0.2900	0.7100
OUT	1	0	0.7650	0.2350
OUT	0	1	0.4467	0.5533
OUT	1	1	0.0300	0.9700
OUT	0	1	0.4200	0.5800
OUT	1	1	0.3775	0.6225
OUT	1	1	0.0500	0.9500
